Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Comparing dynamic instances"' "\tIn order to be able to easy do assertions\r\n\tAs a SpecFlow developer\r\n\tI want to " + "be able to compare dynamic instances"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 339.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,MatchingADynamicInstanceAgainstATable,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Matching a dynamic instance against a table"' ((string[])(null))); " is 149.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,MatchingADynamicInstanceAgainstATable,The length of the statement  "	testRunner.Then ("no instance comparison exception should have been thrown"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 139.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1HeaderDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when 1 header differ"' ((string[])(null))); " is 139.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1HeaderDiffer,The length of the statement  "	testRunner.Then ("an instance comparison exception should be thrown with 2 differences"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 151.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'Name\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 143.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'N\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 138.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when 2 header differ"' ((string[])(null))); " is 139.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.Then ("an instance comparison exception should be thrown with 4 differences"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 151.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'Name\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 143.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'BirthDate\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 148.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'N\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 138.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'DateOfBirth\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 148.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1ValueDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when 1 value differ"' ((string[])(null))); " is 138.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1ValueDiffer,The length of the statement  "	testRunner.Then ("an instance comparison exception should be thrown with 1 difference"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 150.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1ValueDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'Name\' property"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 130.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1ValueDiffer,The length of the statement  "	testRunner.And ("one message should state that the instance had the value \'Marcus\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 148.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhen1ValueDiffer,The length of the statement  "	testRunner.And ("one message should state that the table had the value \'Albert\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 145.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhenSeveralValueDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when several value differ"' ((string[])(null))); " is 144.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhenSeveralValueDiffer,The length of the statement  "	testRunner.Then ("an instance comparison exception should be thrown with 3 difference"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 150.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhenSeveralValueDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'Name\' property"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 130.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhenSeveralValueDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'BirthDate\' property"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 135.
Long Statement,Specs,ComparingDynamicInstancesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicInstances.feature.cs,NotMatchingWhenSeveralValueDiffer,The length of the statement  "	testRunner.And ("one difference should be on the \'LengthInMeters\' property"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 140.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Comparing dynamic sets against tables"' "\tIn order to easier and slicker do assertions\r\n\tAs a SpecFlow developer\r\n\tI want " + "to be able to compare a list of dynamic items against a table"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 374.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,ComparingAgainstAnIdenticalTableShouldMatch,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Comparing against an identical table should match"' ((string[])(null))); " is 155.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,ComparingAgainstAnIdenticalTableShouldMatch,The length of the statement  "	testRunner.Then ("no set comparison exception should have been thrown"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 134.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen1ColumnNameDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when 1 column name differ"' ((string[])(null))); " is 144.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen1ColumnNameDiffer,The length of the statement  "	testRunner.Then ("an set comparision exception should be thrown with 2 differences"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 147.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen1ColumnNameDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'Name\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 147.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen1ColumnNameDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'N\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 142.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when 2 header differ"' ((string[])(null))); " is 139.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.Then ("an set comparision exception should be thrown with 4 differences"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 147.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'Name\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 147.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'Age\' field of the instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 146.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'Namn\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 145.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhen2HeaderDiffer,The length of the statement  "	testRunner.And ("one set difference should be on the \'Ålder\' column of the table"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 146.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhenTheNumberOfRowsAreMoreInTheTable,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Not matching when the number of rows are more in the table"' ((string[])(null))); " is 164.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhenTheNumberOfRowsAreMoreInTheTable,The length of the statement  "	testRunner.Then ("an set comparison exception should be thrown"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 127.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,NotMatchingWhenTheNumberOfRowsAreMoreInTheTable,The length of the statement  "	testRunner.And ("the error message for different rows should expect 3 rows for table and 2 rows fo" + "r instance"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 177.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn1ValueIn1RowShouldThrowExceptions,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Differences on 1 value in 1 row should throw exceptions"' ((string[])(null))); " is 161.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn1ValueIn1RowShouldThrowExceptions,The length of the statement  "	testRunner.Then ("an set comparision exception should be thrown with 1 difference"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 146.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn1ValueIn1RowShouldThrowExceptions,The length of the statement  "	testRunner.And ("1 difference should be on row 1 on property \'Name\' for the values \'Marcus\' and \'H" + "ugo\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 177.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn2ValueIn2DifferentRowShouldThrowExceptions,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Differences on 2 value in 2 different row should throw exceptions"' ((string[])(null))); " is 171.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn2ValueIn2DifferentRowShouldThrowExceptions,The length of the statement  "	testRunner.Then ("an set comparision exception should be thrown with 2 difference"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 146.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn2ValueIn2DifferentRowShouldThrowExceptions,The length of the statement  "	testRunner.And ("1 difference should be on row 1 on property \'Name\' for the values \'Marcus\' and \'H" + "ugo\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 177.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn2ValueIn2DifferentRowShouldThrowExceptions,The length of the statement  "	testRunner.And ("2 difference should be on row 2 on property \'LengthInMeters\' for the values \'0.03" + "\' and \'1.03\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 185.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Differences on 4 value on 1 row should throw exceptions"' ((string[])(null))); " is 161.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	testRunner.Then ("an set comparision exception should be thrown with 4 difference"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 146.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	testRunner.And ("1 difference should be on row 2 on property \'Name\' for the values \'Marcus\' and \'H" + "ugo\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 177.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	testRunner.And ("2 difference should be on row 2 on property \'Age\' for the values \'3\' and \'2\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 163.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	testRunner.And ("3 difference should be on row 2 on property \'BirthDate\' for the values \'2008-01-2" + "4 12:00AM\' and \'2010-01-24 12:00AM\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 208.
Long Statement,Specs,ComparingDynamicSetsAgainstTablesFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\ComparingDynamicSets.feature.cs,DifferencesOn4ValueOn1RowShouldThrowExceptions,The length of the statement  "	testRunner.And ("4 difference should be on row 2 on property \'LengthInMeters\' for the values \'1.03" + "\' and \'0.03\'"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 185.
Long Statement,Specs,CreateDynamicSetsAndInstanceWithStepArgumentTransformationsFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\CreateDynamicSetsAndInstancesWithStepArgumentTransformation.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "Create dynamic sets and instance with step argument transformations"' "\tIn order to write super slick and easy code\r\n\tAs a SpecFlow step definition deve" + "loper\r\n\tI want to be able to define the types as argument to the step"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 412.
Long Statement,Specs,CreateDynamicSetsAndInstanceWithStepArgumentTransformationsFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\CreateDynamicSetsAndInstancesWithStepArgumentTransformation.feature.cs,CreatingDynamicSetWithTheUseOfStepArgumentTransformation,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Creating dynamic set with the use of step argument transformation"' ((string[])(null))); " is 171.
Long Statement,Specs,CreateDynamicSetsAndInstanceWithStepArgumentTransformationsFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\CreateDynamicSetsAndInstancesWithStepArgumentTransformation.feature.cs,CreatingDynamicSetWithTheUseOfStepArgumentTransformation,The length of the statement  "	testRunner.Given ("I create a set of dynamic instances from this table using step argument transform" + "ation"' ((string)(null))' table1' "Given "); " is 149.
Long Statement,Specs,CreateDynamicSetsAndInstanceWithStepArgumentTransformationsFeature,D:\newReposJune17\marcusoftnet_SpecFlow.Assist.Dynamic\Specs\CreateDynamicSetsAndInstancesWithStepArgumentTransformation.feature.cs,CreatingDynamicSetWithTheUseOfStepArgumentTransformation,The length of the statement  "	testRunner.When ("I compare the set to this table using step argument transformation"' ((string)(null))' table2' "When "); " is 122.
