Long Statement,Orchard.Fields.Specs,BooleanFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\Boolean.feature.cs,CreatingAndUsingBooleanFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,BooleanFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\Boolean.feature.cs,CreatingAndUsingBooleanFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,BooleanFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\Boolean.feature.cs,CreatingAndUsingBooleanFields,The length of the statement  "	testRunner.Then ("I should see \"The field Active is mandatory.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,FeatureSetup,The length of the statement  "	TechTalk.SpecFlow.FeatureInfo featureInfo = new TechTalk.SpecFlow.FeatureInfo (new System.Globalization.CultureInfo ("en-US")' "DateTime Field"' "  In order to add Date content to my types\r\nAs an administrator\r\n  I want to crea" + "te' edit and publish DateTime fields"' ProgrammingLanguage.CSharp' ((string[])(null))); " is 323.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Creating and using Date fields"' ((string[])(null))); " is 136.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"<a[^>]*>.*?Create new type</a>\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Create\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"The \\\"Date of the event\\\" field has been added.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 151.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is an invalid date and time\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 145.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Your Event has been created.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 128.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Enter the date of the event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 127.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Event.EventDate.Date\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I should not see \"Event.EventDate.Time\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Event.EventDate.Time\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I should not see \"Event.EventDate.Date\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Event.EventDate.Date\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Your Event has been created.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 128.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is required.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is required.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Event.EventDate.Date\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is required.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.And ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Event.EventDate.Date\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateFields,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is required.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	TechTalk.SpecFlow.ScenarioInfo scenarioInfo = new TechTalk.SpecFlow.ScenarioInfo ("Creating and using date time fields in another culture"' ((string[])(null))); " is 160.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.And ("I have the file \"Content\\orchard.core.po\" in \"Core\\App_Data\\Localization\\fr-FR\\or" + "chard.core.po\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 190.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.Then ("I should see \"<a[^>]*>.*?Create new type</a>\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 130.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Create\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 120.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.When ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 124.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.Then ("I should see \"The \\\"Date of the event\\\" field has been added.\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 151.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.When ("I have \"fr-FR\" as the default culture"' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.And ("I go to \"Admin/ContentTypes/Edit/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "And "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.Then ("I should see \"Date of the event is an invalid date and time\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "Then "); " is 145.
Long Statement,Orchard.Fields.Specs,DateTimeFieldFeature,C:\repos\gragarwa_orchard\src\Orchard.Azure\Orchard.Azure.Web\Modules\Orchard.Fields\Specs\DateTime.feature.cs,CreatingAndUsingDateTimeFieldsInAnotherCulture,The length of the statement  "	testRunner.When ("I go to \"Admin/Contents/Create/Event\""' ((string)(null))' ((TechTalk.SpecFlow.Table)(null))' "When "); " is 122.
