Repo,Total classes,NOF,NOM,NOP,NOPF,NOPM,LOC,Avg WMC,Avg NC,Avg DIT
ClothesHorse_NSQnet,25,45,154,57,14,122,2008,9.36,0.08,0.08
cloudinary_CloudinaryDotNet,141,149,586,540,36,475,10409,7.531914894,0.539007092,0.624113475
cocos2d_cocos2d-x-for-xna,3,10,18,1,2,13,212,8.666666667,0,0
Cocos2DXNA_cocos2d-xna,2093,10100,13152,2943,2929,10375,274858,14.81175346,0.511227903,0.76158624
code-cracker_code-cracker,172,442,756,186,33,328,10120,8.389534884,0.052325581,0.052325581
Code-Sharp_WampSharp,744,912,2770,691,45,1607,30116,4.88172043,0.649193548,0.537634409
Code52_carnac,58,114,153,98,48,79,2497,4.155172414,0.224137931,0.224137931
Code52_dodo,213,406,659,243,204,362,15022,5.417840376,0.408450704,0.384976526
Code52_DownmarkerWPF,240,376,936,340,149,476,11891,7.533333333,0.220833333,0.25
Code52_MarkPadRT,67,42,166,51,2,93,2597,4,0.119402985,0.119402985
Code52_pretzel,103,136,261,165,3,155,7223,5.932038835,0.291262136,0.27184466
Code52_Samurai,95,52,268,219,3,183,3659,4.273684211,0.410526316,0.452631579
codebude_QRCoder,57,101,290,12,0,157,12050,11.78947368,0.192982456,0.192982456
CodeConnect_SourceBrowser,35,55,97,69,24,53,1395,4.914285714,0.342857143,0.342857143
codeindie_spooker,64,236,363,110,128,322,6070,9.703125,0.609375,0.359375
codepoetpbowden_ConnectedLivingSpace,28,162,137,63,15,36,2769,11.89285714,0.357142857,0.357142857
codereflection_Giles,117,308,284,50,26,154,3182,3.256410256,0.384615385,0.401709402
CodesInChaos_Chaos.NaCl,57,164,260,10,117,180,11081,11.75438596,0.035087719,0.035087719
Codeusa_Borderless-Gaming,112,623,678,105,144,311,18605,13.75892857,0,0
coding-chick_BeatsMusicCSharp,80,29,179,212,1,114,2822,2.75,0.425,0.45
CoEST_TraceLab,3010,7699,18561,5775,1593,7438,351952,14.53853821,0.366445183,0.476079734
Coevery_Coevery,2116,1956,7311,3329,78,4603,98428,5.919659735,0.59120983,0.906427221
conceptdev_xamarin-forms-samples,220,237,545,414,23,337,10383,4.259090909,0.090909091,0.090909091
conceptdev_xamarin-samples,224,273,1067,255,22,846,15609,8.383928571,0.111607143,0.111607143
constantcontact_.net-sdk,167,244,436,642,55,244,15134,5.071856287,0.556886228,0.598802395
controlflow_resharper-gotoword,15,41,52,24,2,34,869,7.333333333,0.066666667,0.066666667
controlflow_resharper-postfix,164,134,460,178,42,226,10764,6.426829268,0.548780488,0.682926829
copyliu_bililive_dm,74,119,219,82,46,90,3880,6.135135135,0.094594595,0.094594595
CoraleStudios_Colore,169,187,472,78,123,305,10409,3.579881657,0.159763314,0.165680473
CoreTweet_CoreTweet,13,5,17,48,4,12,1352,7.307692308,0.076923077,0.076923077
Corey-M_NAudio.Lame,14,49,72,86,28,52,2727,9.428571429,0,0
corradocavalli_Xamarin.Forms.Behaviors,16,23,40,28,7,12,785,4.25,0.1875,0.3125
CoryFoy_DotNetKoans,22,11,189,13,6,158,2288,11.40909091,0.545454545,0.545454545
couchbase_couchbase-lite-net,1165,3178,8233,2757,337,4850,182162,18.25665236,0.280686695,0.310729614
couchbase_couchbase-net-client,1029,1327,6017,2968,176,3962,100930,9.743440233,0.407191448,0.510204082
Countly_countly-sdk-windows-phone,22,36,89,64,1,50,1946,7.136363636,0.136363636,0.136363636
coveralls-net_coveralls.net,27,23,37,69,0,26,1000,3.222222222,0.37037037,0.407407407
cplotts_snoopwpf,161,319,643,251,87,274,9789,8.217391304,0.086956522,0.093167702
cpmcgrath_codealignment,71,179,223,111,69,110,5140,4.563380282,0.309859155,0.295774648
craftworkgames_FarseerPhysics.Portable,178,794,989,308,333,711,24548,15.49438202,0.196629213,0.224719101
crdeutsch_JsBridge,18,27,101,19,0,69,2086,14.61111111,0.055555556,0.055555556
creamdog_JurassicCoffee,27,45,137,47,2,76,1949,12.48148148,0.074074074,0.074074074
creamdog_Nancy.LightningCache,14,21,37,6,3,24,579,4.214285714,0.214285714,0.214285714
CreepGin_D3Bit,28,148,162,43,14,84,4336,12.71428571,0,0
cromwellryan_Gister,8,2,25,6,0,24,279,3.25,0,0
crossvertise_ActionMailerNext,44,60,238,71,5,177,4779,22.27272727,0.340909091,0.340909091
csainty_Apphbify,34,23,72,39,6,37,810,3.029411765,0.264705882,0.264705882
csainty_Glimpse.Nancy,37,39,79,73,0,70,1138,2.648648649,0.162162162,0.162162162
csell5_31DaysOfWindows8,124,114,530,57,18,165,9933,7.85483871,0.14516129,0.14516129
cskeppstedt_t4ts,60,9,81,147,1,48,1801,3.366666667,0.383333333,0.416666667
cube-soft_cubepdf,33,232,189,108,25,75,7140,16.48484848,0,0
curimit_SugarCpp,100,864,1171,22,690,270,73393,114.19,0.68,1.25
Cybermaxs_RedisMemoryCacheInvalidation,39,32,133,42,10,86,1308,5.153846154,0.256410256,0.307692308
CYBUTEK_Engineer,20,249,189,25,114,86,4597,49.35,0,0
CYBUTEK_KerbalEngineer,220,472,1130,291,118,798,15760,10.55909091,0.7,0.659090909
CYBUTEK_KSPAddonVersionChecker,35,88,228,123,0,73,4737,18.08571429,0,0
CYJB_Cyjb,121,301,1282,271,62,896,32647,26.60330579,0.272727273,0.305785124
CYJB_Cyjb.Compilers,54,197,395,147,12,220,10233,20.88888889,0.240740741,0.240740741
cypherkey_RaspberryPi.Net,17,71,105,20,2,81,2171,10.35294118,0.352941176,0.352941176
d-snp_Farseer-Physics,643,2879,3801,1097,1089,2826,88280,17.39813375,0.256609642,0.247278383
d2phap_ImageGlass,165,937,1021,564,41,465,40730,17.31515152,0.018181818,0.018181818
Da-Teach_Questor,148,806,547,565,68,240,24874,27.53378378,0.081081081,0.081081081
daishisystems_Daishi.Armor.WebFramework,21,16,33,8,0,29,344,1.666666667,0.380952381,0.380952381
dajuric_accord-net-extensions,221,310,954,189,55,591,19922,8.742081448,0.058823529,0.058823529
dan200_IndieLauncher,27,44,137,31,9,91,2355,13.96296296,0.074074074,0.074074074
danbarua_Nancy.Hal,41,24,104,94,0,70,1698,4.780487805,0.268292683,0.243902439
dancodru_ZeoScope,21,143,109,58,24,25,3394,18.9047619,0,0
DanDiplo_UmbracoTraceLogViewer,7,15,25,15,0,20,478,7.714285714,0,0
danellos_AspNet.Identity.PostgreSQL,10,12,92,12,0,88,1419,16.2,0,0
danesparza_MailChimp.NET,157,6,227,777,0,126,10186,1.573248408,0.044585987,0.044585987
DanielBaulig_Genetic-Algorithms,8,177,54,6,0,4,2748,16,0,0
danielmarbach_StockTicker,134,78,217,129,7,145,2715,1.880597015,0.373134328,0.350746269
danielpalme_IocPerformance,289,191,1013,381,37,624,14219,5.21799308,0.508650519,0.653979239
danielsaidi_nextra,187,94,778,114,12,489,6741,5.181818182,0.406417112,0.395721925
danielwertheim_SisoDb-Provider,1368,2311,2938,1098,147,1863,127849,3.382309942,0.203216374,0.211988304
DanTup_DartVS,250,327,410,379,85,196,9919,3.132,0.192,0.192
danvanderboom_Xamarin-Forms-TreeView,22,18,58,41,1,32,1061,5.181818182,0.363636364,0.363636364
daptiv_NginxService,6,4,15,0,0,10,149,3.5,0,0
darionato_PostgreSqlMigrationSqlGenerator,5,4,40,2,0,18,526,21.4,0,0
darioquintana_NHibernate-Validator,243,348,754,194,107,427,9924,5.374485597,0.794238683,0.650205761
DarkAutumn_WinterBot,192,459,1132,438,29,502,17692,11.90104167,0.322916667,0.317708333
DarkLilac_Sxz,51,13,301,122,3,268,4269,14.52941176,0.509803922,0.568627451
DarkSupremo_LegendasTvDownloader,15,59,75,17,14,39,2103,13.4,0,0
darrelmiller_ApiRouter,34,0,7,0,0,6,176,0.264705882,0.852941176,0.852941176
darrenkopp_SassyStudio,157,39,361,275,3,193,5699,7.210191083,0.72611465,1.477707006
DarthFubuMVC_bottles,23,8,35,3,2,31,294,1.608695652,0.043478261,0.043478261
DarthFubuMVC_fubumvc,167,93,346,130,25,316,3216,2.383233533,0.065868263,0.065868263
DarthFubuMVC_fubuvalidation,51,21,122,66,1,97,1219,2.509803922,0.137254902,0.137254902
dashcommerce_dashcommerce-3,903,3786,2527,3429,28,1454,93858,5.332225914,0.281284607,0.418604651
DataDink_Bumpkit,11,50,45,6,0,31,1120,9.272727273,0,0
dataexplorer_dataexplorer,792,824,1662,421,73,1047,14975,2.477272727,0.694444444,0.613636364
datasift_datasift-dotnet,53,102,160,27,20,92,2541,6.622641509,0.094339623,0.075471698
DatZach_CharacterEditor,20,216,100,26,68,46,5402,10.8,0.25,0.25
daveaglick_FluentBootstrap,217,559,734,103,498,473,7073,4.68202765,1.248847926,1.059907834
daveaglick_LINQPad.CodeAnalysis,7,15,66,0,0,50,757,16.85714286,0.428571429,0.428571429
davedf_cuke4ninja,32,27,90,21,0,86,839,3.25,0.28125,0.375
DavidArno_Ash.NET,11,16,75,21,0,36,912,12.90909091,0.181818182,0.181818182
DavidChristiansen_DotNetOpenAuth.WebAPI,7,9,14,1,1,8,913,3.428571429,0,0
davidduffett_Dinheiro,58,124,43,104,7,33,1280,1.068965517,0.586206897,0.586206897
davidduffett_Moolah,224,872,197,155,18,109,6344,1.558035714,0.575892857,0.629464286
davidfowl_QueryInterceptor,3,4,14,4,0,9,147,9,0,0
DavidMoore_ipfilter,90,95,188,108,33,118,3571,4.277777778,0.177777778,0.188888889
DavidRogers_kato,114,231,381,206,78,185,7849,7.368421053,0.131578947,0.149122807
davidwhitney_Ariane,41,7,99,34,0,81,1031,3.853658537,0.341463415,0.365853659
davidwhitney_Passenger,41,7,99,34,0,81,1031,3.853658537,0.341463415,0.365853659
davidwhitney_System.Configuration.Abstractions,30,8,182,42,0,93,985,6.666666667,0.733333333,0.733333333
davkean_audio-switcher,124,203,381,143,81,191,5044,5.306451613,0.306451613,0.508064516
davybrion_Agatha,120,91,553,84,1,316,3940,6.275,0.6,0.533333333
dblock_vmwaretasks,10,18,23,1,10,15,624,7.1,0,0
dbuksbaum_Caliburn.Micro.Autofac,6,3,2,3,0,0,81,0.333333333,0.166666667,0.166666667
dbuksbaum_Caliburn.Micro.Logging,21,35,68,9,0,54,840,3.238095238,0.380952381,0.380952381
DbUp_DbUp,87,123,337,84,0,216,4963,7.126436782,0.471264368,0.505747126
dd4t_dynamic-delivery-4-tridion,273,353,864,520,75,547,15848,6.974358974,0.608058608,0.611721612
ddobrev_QtSharp,17,32,84,22,13,49,1746,22.76470588,0.176470588,0.235294118
ddossot_NxBRE,181,496,905,368,46,547,18474,13.66298343,0.436464088,0.513812155
deanhume_ImageOptimizer,9,4,24,0,0,17,342,4.666666667,0,0
deeja_LinkedInDeveloperToolkit,125,137,309,240,80,210,7911,4.712,0.184,0.2
dejavusecurity_OutlookPrivacyPlugin,4276,19187,34002,9059,9078,21111,858331,25.72754911,0.503507951,0.635406922
DenisVuyka_IL.View,2,0,5,0,0,2,60,6,0.5,0.5
dentia_TelerikAcademy,576,408,1352,443,9,689,19385,5.239583333,0.154513889,0.170138889
denwilliams_FontAwesome-WindowsForms,3,8,13,14,0,3,855,6.333333333,0,0
derekgreer_rabbitBus,117,714,91,16,6,89,2656,0.974358974,0.034188034,0.034188034
DerPopo_deobfuscate-7dtd,18,25,178,0,14,156,3580,36.44444444,0.055555556,0.055555556
Dervall_Piglet,85,58,235,119,1,130,6708,6.811764706,0.541176471,0.576470588
detunized_lastpass-sharp,18,1,69,18,0,59,882,9.444444444,0.222222222,0.222222222
devbridge_AzurePowerTools,39,105,96,114,7,45,2464,4.179487179,0.205128205,0.205128205
devedse_DeveMazeGenerator,208,817,1394,164,221,1028,22853,14.96153846,0.408653846,0.552884615
deveel_deveeldb,1134,902,7284,1944,251,4487,97074,11.2627866,0.638447972,0.641975309
developerforce_Force.com-Toolkit-for-NET,90,81,210,314,45,114,3949,4.322222222,0.122222222,0.1
devicehive_devicehive-.net,433,335,1420,876,22,932,29097,7.15704388,0.233256351,0.295612009
devoyster_IntXLib,42,69,176,27,32,138,5264,9.380952381,0.333333333,0.333333333
DEVSENSE_WpDotNet,5,2,14,2,1,8,261,4.8,0,0
devshorts_MonadicNull,4,6,16,4,0,6,213,7.25,0,0
Dgandalf_WebApiTokenAuthBootstrap,31,25,88,26,0,56,815,3.870967742,0.709677419,1
dgg_nmoneys,143,164,693,117,48,499,10205,6.881118881,0.307692308,0.391608392
dib0_NHapiTools,60,53,27405,54,2,27363,230353,913.6833333,0.233333333,0.3
DigiExam_simplewifi,51,116,74,34,84,45,2659,2.941176471,0,0
diladele_squid3-windows,11,28,38,8,2,8,729,6.454545455,0,0
Dirbaio_NSMB-Editor,159,1406,1601,495,340,892,38184,36.99371069,0.339622642,0.459119497
Discosultan_Paradox.Console,32,98,145,53,7,81,2745,13.4375,0,0
Discover-_SAI-Editor,118,633,604,189,359,255,21150,28.6779661,0.093220339,0.101694915
diydrones_MissionPlanner,1518,9066,9814,3727,2268,5299,276758,19.08432148,0.462450593,0.621212121
djmc_SimpleOAuth.Net,15,8,38,13,0,29,688,4.533333333,0.2,0.2
dkackman_DynamicRestProxy,14,8,48,14,0,33,882,7.357142857,0.142857143,0.142857143
dkackman_LinqStatistics,25,30,1570,27,3,1545,27768,142.68,0.12,0.12
dkackman_SqlLinq,106,24,281,67,0,164,2632,3.745283019,0.79245283,1.70754717
dnauck_AspSQLProvider,7,34,82,52,0,52,2952,75.28571429,0,0
dnewcome_Node.net,9,18,30,1,8,29,446,5.888888889,0.111111111,0.111111111
dnnsoftware_Dnn.Platform,2502,4713,14564,6853,795,8385,295837,14.29216627,0.460831335,0.498401279
doblak_ndtw,27,63,85,46,5,48,7741,8,0.222222222,0.222222222
dobrou_CsvLINQPadDriver,32,38,96,47,5,66,1602,5.6875,0.09375,0.09375
dockpanelsuite_dockpanelsuite,263,1042,1320,2021,4,339,40476,12.121673,0.311787072,0.323193916
docopt_docopt.net,4,5,4,19,2,2,176,1.75,0,0
docusign_DocuSign-.NET-Client,343,28,4568,3206,7,3416,123360,28.51895044,0.093294461,0.139941691
docusign_DocuSign-eSignature-SDK,436,1936,810,1860,51,360,32739,2.855504587,0.032110092,0.032110092
dogvane_DogSE,447,984,2741,767,241,2315,62792,11.52348993,0.170022371,0.185682327
dontangg_nocco,5,10,13,9,6,4,334,5.2,0,0
DorCoMaNdO_ModBot,24,157,156,97,110,81,5205,23.83333333,0,0
dotless_dotless,1,0,1,0,0,1,47,6,0,0
dotMorten_NmeaParser,103,59,209,341,12,53,7338,4.660194175,0.669902913,0.699029126
dotnet_corefxlab,3,0,12,0,0,1,179,9.666666667,0,0
dotnet_orleans,1125,2937,6075,1733,503,3308,95782,10.84088889,0.533333333,0.488888889
DotNetAnalyzers_DotNetAnalyzers,3,6,8,1,2,5,104,3.333333333,0,0
DotNetAnalyzers_StyleCopAnalyzers,347,1740,1489,756,180,471,35901,14.31700288,0.060518732,0.060518732
DotNetAnalyzers_TSqlAnalyzer,7,25,11,1,1,2,250,4.428571429,0,0
DotNetOpenAuth_DotNetOpenAuth,1283,3680,6478,2873,869,3285,158145,16.31956352,0.543257989,0.886204209
DotNetOpenAuth_DotNetOpenAuth.Samples,59,115,279,119,6,100,4431,7.203389831,0.050847458,0.050847458
dougrathbone_Ga.net,10,15,19,33,13,16,565,3.1,0,0
Doxense_foundationdb-dotnet-client,365,977,3848,755,235,2644,65907,24.26849315,0.402739726,0.41369863
dpiessens_specbind,190,219,795,235,4,445,14405,7.647368421,0.442105263,0.705263158
dradovic_MigSharp,301,348,982,401,28,618,14946,5.710963455,0.561461794,0.657807309
Dreamcooled_sjupdater,101,208,312,266,23,155,7766,8.306930693,0.178217822,0.178217822
dreamins_Route53DDNS,23,92,72,21,0,27,1550,5.347826087,0.434782609,0.434782609
Dresel_RouteLocalization,30,9,179,82,4,154,2017,9.833333333,0,0
DropNet_DropNet,49,87,440,138,0,305,5158,13.87755102,0.081632653,0.081632653
DropNet_DropNetRT,22,17,104,68,0,81,1735,7.863636364,0,0
dsuarezv_mavlink.net,286,1339,871,1258,55,242,43374,5.076923077,0.664335664,0.664335664
dtinteractive_Topshelf.Integrations,36,11,96,22,0,86,783,2.972222222,0.055555556,0.055555556
dtretyakov_node-tools,509,2609,3290,1259,1422,1802,65921,16.42829077,0.349705305,0.357563851
dubeaud_bugnet,639,2421,3162,2168,67,1998,116194,16.36932707,0.361502347,0.405320814
ducakar_TextureReplacer,10,89,70,0,32,51,2197,46.3,0,0
dukus_digiCamControl,863,3162,3933,2525,1935,2346,85074,11.06836616,0.286210892,0.373117034
DuncanButler_SpecSalad,92,112,264,9,0,243,2947,3.25,0.706521739,1.054347826
dupdob_RAFTiNG,19,24,73,43,0,29,1589,7.473684211,0.157894737,0.157894737
duplicati_duplicati,523,1314,2328,1860,156,1666,62960,15.78776291,0.565965583,0.556405354
DustinCampbell_CSharpEssentials,12,8,54,6,8,15,893,18.33333333,0,0
dwmkerr_consolecontrol,21,57,80,52,0,29,2146,5.714285714,0,0
dwmkerr_sharpgl,352,3071,2458,556,2214,1659,43512,10.31818182,0.292613636,0.267045455
dwmkerr_sharpshell,372,1446,1376,293,746,324,33744,6.73655914,0.279569892,0.255376344
dylanmei_linqpad-soap-driver,24,24,67,36,1,34,820,4.458333333,0,0
Dynalon_JsonConfig,6,6,37,6,3,32,615,13.5,0,0
DynamicTyped_MdxClient,18,24,143,76,6,88,2113,14.11111111,0,0
DynamoDS_Dynamo,46,50,160,47,5,90,3891,12.39130435,0.108695652,0.108695652
dzharii_SWD.Starter,12,14,29,6,12,24,533,7.083333333,0.25,0.083333333
Early-Modern-OCR_FrankenPlus,23,273,176,8,55,73,4792,25.04347826,0.086956522,0.086956522
EasyFarm_EasyFarm,141,144,332,257,53,218,8375,3.929078014,0.382978723,0.574468085
EddieGarmon_Simple.Owin,135,265,458,380,112,317,9235,7.577777778,0.318518519,0.288888889
EdenRidgway_nDumbster,50,68,178,74,24,93,5803,14.28,0.32,0.34
EgorBo_Xamaridea,7,11,21,3,6,15,294,7.285714286,0,0
EHVAG_demoinfo,93,150,273,217,45,167,6293,12.08602151,0.096774194,0.096774194
einaregilsson_ChordImageGenerator,3,37,21,1,0,7,437,23.66666667,0,0
einaregilsson_InjectModuleInitializer,9,2,41,17,2,16,537,8.777777778,0.333333333,0.333333333
einaregilsson_InsertIcons,17,36,142,45,0,39,3645,15.94117647,0.235294118,0.352941176
ejholmes_uTorrent-Notifier,18,167,87,79,11,41,3232,10.83333333,0.055555556,0.055555556
elbandit_PPPDDD,483,198,973,567,12,683,10342,2.85300207,0.18426501,0.186335404
ElijahGlover_Umbraco-S3-Provider,14,11,71,6,0,46,527,7.642857143,0.357142857,0.357142857
elmahio_elmah.io,22,6,124,28,1,76,1355,8.863636364,0.136363636,0.136363636
elw00d_consoleframework,156,453,680,241,162,375,14249,12.75641026,0.307692308,0.333333333
emiliotorrens_MongoMapper.NET,76,80,255,119,9,155,3300,6.473684211,0.236842105,0.184210526
emmettnicholas_StacMan,97,19,276,348,11,12,7737,3.257731959,0.577319588,0.381443299
EmptyKeys_UI_Examples,70,370,373,192,5,193,12368,8.514285714,0,0
EmptyKeys_UI_Generator,145,143,308,176,89,240,8909,4.544827586,0.648275862,0.875862069
emreeren_SambaPOS-3,1595,4806,7544,4739,2803,4524,123729,8.695297806,0.527272727,0.667084639
Emudofus_BehaviorIsManaged,3589,7267,16494,6100,5007,11443,260437,8.946781833,0.622457509,0.748955141
encog_encog-dotnet-core,966,2430,4277,1778,735,3393,98423,10.56935818,0.618012422,0.703933747
endjin_Endjin.Retry,24,24,137,28,0,110,1040,7.416666667,0.5,0.5
eneifert_ZenDeskApi,32,15,107,174,0,86,2411,6.53125,0,0
enohka_moddingSuite,217,390,690,379,87,438,13993,9.341013825,0.456221198,0.493087558
erezak_libphonenumber-csharp,34,334,282,116,80,181,8178,21.23529412,0.058823529,0.058823529
ericdc1_Dapper.SimpleCRUD,22,16,94,10,0,60,2401,15,0,0
EricFreeman_UnityEventAggregator,4,2,11,0,0,7,110,3.75,0,0
erichexter_Should,109,38,563,29,7,501,6031,6.027522936,0.348623853,0.513761468
erik-kallen_SaltarelleCompiler,73,187,355,65,98,227,6284,16.8630137,0.01369863,0.01369863
ErikSchierboom_JsonDotNetCustomContractResolvers,15,8,46,8,0,15,393,3.333333333,0.533333333,0.533333333
eriksvedang_Grimm,34,94,223,50,8,108,3113,14.47058824,0.764705882,0.705882353
erizet_EventSource4Net,18,19,31,18,0,19,468,2.555555556,0.333333333,0.333333333
EslaMx7_ScreenTask,5,43,30,5,0,4,923,14.2,0,0
Esri_arcgis-osm-editor,283,1157,1268,913,21,680,65928,38.204947,0.035335689,0.028268551
Esri_arcgis-runtime-samples-dotnet,100,119,291,101,0,102,6090,7.08,0,0
Esri_arcgis-toolkit-dotnet,161,475,903,374,130,249,20332,13.22981366,0.093167702,0.105590062
Esri_arcgis-toolkit-sl-wpf,103,560,1009,429,171,210,43553,33.4368932,0.077669903,0.077669903
Esri_developer-support,20,23,59,12,2,13,1305,8.65,0,0
Esri_geoportal-server,57,368,364,346,4,125,13394,19.71929825,0.070175439,0.070175439
Esri_joint-military-symbology-xml,123,643,345,526,2,122,13458,12.53658537,0.333333333,0.178861789
Esri_local-government-desktop-addins,424,1090,2678,2470,106,1164,128318,39.01415094,0,0
Esri_route-planner-csharp,716,2711,4919,2925,215,1413,118991,18.08519553,0.462290503,0.421787709
esskar_Serialize.Linq,229,99,978,253,3,578,13932,7.165938865,0.650655022,0.847161572
eStream_eStreamChat,16,17,44,25,15,11,310,3.0625,0.125,0.125
eswann_ClearScript.Manager,48,62,172,92,10,113,3354,6.729166667,0.270833333,0.270833333
eswann_Mapster,59,65,269,113,31,141,3483,7.542372881,0.237288136,0.288135593
et1337_Lemma,460,1244,2627,1237,244,1592,51138,17.3173913,0.486956522,0.591304348
ethanmoffat_EndlessClient,509,641,1425,1025,84,783,18489,4.844793713,0.499017682,0.62475442
ethomson_infinity.net,74,11,132,231,1,83,4092,3.5,0.054054054,0.054054054
etishor_Metrics.NET,208,393,932,190,83,573,10907,6.615384615,0.490384615,0.629807692
evanwon_WPFCustomMessageBox,9,6,40,13,0,15,600,9,0,0
evemuproject_evemu_control_panel,16,446,188,3,22,35,7757,31.625,0,0
evemuproject_evemu_server,809,4209,4940,2729,253,1278,129886,13.3461063,0.262051916,0.266996292
EventDay_Infusionsoft.net,168,35,561,830,1,270,8114,4.113095238,0.761904762,1.023809524
EventStore_buffer-manager,5,16,38,16,0,30,666,18,0,0
EventStore_EventStore,1282,4304,6433,1184,1499,3816,94435,10.32917317,0.453198128,0.437597504
EventStore_Sklaida,25,25,40,45,4,30,642,2.28,0.2,0.2
evernote_evernote-sdk-csharp,171,1231,663,795,398,625,94354,30.45614035,0.549707602,0.549707602
ExactTargetDev_kafka-net,211,427,950,356,123,721,12202,7.791469194,0.236966825,0.241706161
Excel-DNA_IntelliSense,33,152,229,24,16,90,3996,17.84848485,0.090909091,0.090909091
exceptionless_Exceptionless,365,329,1151,598,52,845,17753,8.169863014,0.410958904,0.452054795
Faark_KspLoadOnDemand,47,121,202,56,15,85,4102,9.212765957,0.170212766,0.170212766
facebook-csharp-sdk_facebook-csharp-sdk,192,650,1920,605,0,1433,48852,28.77083333,0.145833333,0.182291667
facebook-csharp-sdk_simple-json,70,278,977,68,0,672,17885,38.28571429,0.214285714,0.285714286
falahati_NiVirtualCam,6,48,36,15,0,7,1284,28.66666667,0,0
FamilySearch_gedcomx-csharp,323,710,1782,676,202,1420,37256,9.6625387,0.674922601,0.987616099
Fatalis_sourcesplit,38,157,116,58,50,71,2899,6.657894737,0.184210526,0.184210526
fclp_fluent-command-line-parser,61,42,194,90,9,109,3167,4.459016393,0.606557377,0.590163934
featurist_coypu,139,197,635,220,20,375,5712,5.424460432,0.539568345,0.683453237
federicodangelo_CubeWorld,127,512,628,36,254,479,8251,13.60629921,0.606299213,0.779527559
fehaar_FFWD,37,47,114,36,19,46,2459,11.51351351,0.594594595,0.675675676
ferram4_Kerbal-Joint-Reinforcement,6,36,57,0,22,42,1510,48.16666667,0,0
fholger_RocksmithToTab,45,145,140,115,97,68,5126,15.97777778,0,0
figment_tesvsnip,868,3522,6186,3300,522,3185,165453,18.78341014,0.443548387,0.677419355
filipw_aspnetwebapi-outputcache,11,24,24,5,2,17,225,3,0.545454545,0.545454545
firefly2442_Arma2NETMySQLPlugin,10,22,38,1,10,33,674,10.8,0.2,0.2
flagbug_FlagConsole,31,29,109,59,0,60,2084,5.709677419,0.774193548,1.322580645
flagbug_Lager,1,4,6,0,0,1,102,10,0,0
flagbug_YoutubeExtractor,31,31,118,38,0,54,2239,9.129032258,0.129032258,0.129032258
flextry_Telerik-Academy,1123,1167,3827,1520,157,2350,63345,6.885129118,0.36064114,0.396260018
flibitijibibo_SDL2-CS,5,227,612,0,220,601,4228,124.6,0,0
flickr-downloadr_flickr-downloadr-gtk,93,330,308,177,46,129,6077,5.602150538,0.47311828,0.397849462
flipbit_whois,106,18,295,222,0,240,6279,4.169811321,0.396226415,0.396226415
FlorianRappl_WinFormsX,95,314,302,100,134,225,6503,5.105263158,0.052631579,0.052631579
fluentribbon_Fluent.Ribbon,462,1357,2172,3094,806,698,55056,11.24242424,0.458874459,0.372294372
FoC-_MongoMembership,10,15,122,46,0,86,1049,19,0.1,0.1
Fody_Anotar,98,33,410,58,0,363,5172,4.602040816,0.071428571,0.12244898
Fody_Costura,2,2,2,3,0,0,129,4,0,0
Fody_Ionad,1,0,1,0,0,1,14,1,0,0
Fody_MethodDecorator,12,4,50,4,0,33,580,10.25,0.083333333,0.083333333
Fody_MethodTimer,1,0,2,1,0,2,18,2,0,0
Fody_Obsolete,3,0,0,0,0,0,12,0,0,0
Fody_PropertyChanging,42,4,23,20,4,23,383,0.547619048,0.452380952,0.595238095
Fody_Usable,108,327,808,70,96,390,23161,45.7962963,0.240740741,0.25
Fody_Validar,24,36,45,32,0,27,672,2.208333333,0,0
Fody_Virtuosity,18,0,17,9,0,17,144,0.944444444,0.166666667,0.222222222
Fody_Visualize,12,3,20,14,1,15,192,1.666666667,0,0
fogzot_vroomjs,14,24,65,16,9,35,717,9.142857143,0.142857143,0.142857143
follesoe_BlackBoxRecorder,73,53,212,66,0,152,2293,4.712328767,0.123287671,0.123287671
frabert_NetLua,43,82,198,13,46,67,3378,11.44186047,0.604651163,0.581395349
FractalUK_KSPInterstellar,102,974,717,182,433,616,12684,19.33333333,0.598039216,0.519607843
FransBouma_LinqToSQL2,459,1907,4164,1986,7,445,64198,20.46405229,0.431372549,0.488017429
FransBouma_massive,25,30,631,65,0,470,10780,57.44,0.2,0.2
FransBouma_RawDataAccessBencher,828,1867,5805,5215,7,2024,101124,12.80917874,0.312801932,0.349033816
fredsakr_eloqua-samples,120,22,94,426,0,91,3420,0.925,0.116666667,0.125
FreeApophis_ircddotnet,139,59,485,146,18,336,5819,6.09352518,0.776978417,0.920863309
Frende_Event-handling,37,39,93,17,0,75,747,3.162162162,0.567567568,0.513513514
Frostbite_rlel,6,17,53,10,0,7,826,20.83333333,0,0
FrozenCow_sharpfilesystem,44,38,322,86,3,268,2769,11.43181818,0.454545455,0.477272727
fschultz_NetImageLibrary,38,49,260,72,8,215,4023,12.57894737,0.473684211,0.605263158
fschwiet_ManyConsole,19,21,68,9,16,54,747,6.526315789,0.578947368,1.157894737
furore-fhir_spark,262,292,1162,156,138,742,12000,7.22519084,0.332061069,0.366412214
Gandalis_SignalR.Client.TypedHubProxy,8,6,55,3,0,9,432,7.5,0.5,0.375
garora_TDD-Katas,37,18,191,3,1,115,1760,7.162162162,0,0
garrensmith_DrivenMetrics,32,34,142,38,3,72,1773,9.8125,0.28125,0.34375
